App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396.0,9.5M,50000.0,Paid,3.99,Everyone,Casual;Pretend Play,2014-09-12,1.8,4.0 and up
ROBLOX,FAMILY,4.5,4450890.0,67M,100000000.0,Free,0.0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2.347.225742,4.1 and up
Barbie Life™,FAMILY,3.9,133117.0,63M,5000000.0,Free,0.0,Everyone,Casual;Pretend Play,2018-12-07,2.6,4.1 and up
Baby Panda Care,FAMILY,4.2,108795.0,49M,10000000.0,Free,0.0,Everyone,Educational;Pretend Play,2018-06-15,8.25.10.00,4.0.3 and up
Palace Pets in Whisker Haven,FAMILY,4.1,47213.0,14M,5000000.0,Free,0.0,Everyone,Entertainment;Pretend Play,2017-09-12,1.8,4.2 and up
Sweet Baby Girl - Dream House and Play Time,FAMILY,3.9,95537.0,58M,10000000.0,Free,0.0,Everyone,Educational;Education,2018-07-13,2.2.54,4.4 and up
Monster High™,FAMILY,4.1,66660.0,22M,5000000.0,Free,0.0,Everyone,Casual;Pretend Play,2018-02-02,5.2,4.1 and up
Hello Kitty Lunchbox,FAMILY,4.2,51838.0,15M,5000000.0,Free,0.0,Everyone,Casual;Creativity,2017-11-21,1.6,4.1 and up
Sweet Baby Girl Newborn Baby,FAMILY,3.8,36028.0,50M,5000000.0,Free,0.0,Everyone,Educational;Education,2018-02-07,1.3.51,4.4 and up
COOKING MAMA Let's Cook!,FAMILY,4.3,528745.0,59M,10000000.0,Free,0.0,Everyone,Educational;Pretend Play,2018-07-26,1.38.0,4.1 and up
Shopkins World!,FAMILY,4.3,169609.0,34M,10000000.0,Free,0.0,Everyone,Arcade;Action & Adventure,2018-06-13,3.6.1,4.1 and up
Ever After High™ Charmed Style,FAMILY,3.9,44062.0,54M,1000000.0,Free,0.0,Everyone,Casual;Pretend Play,2016-12-30,1.3,4.0.3 and up
Equestria Girls,FAMILY,4.3,392596.0,53M,10000000.0,Free,0.0,Everyone,Role Playing;Action & Adventure,2016-07-22,37893,4.0 and up
Frozen Free Fall,FAMILY,4.3,1574204.0,37M,50000000.0,Free,0.0,Everyone,Puzzle;Action & Adventure,2018-07-27,6.7.0,4.2 and up
Nick,FAMILY,4.2,123322.0,25M,10000000.0,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-01-24,2.0.8,4.4 and up
Thomas & Friends: Race On!,FAMILY,4.1,29319.0,26M,5000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-05-18,2.4,4.4 and up
Mad Libs,FAMILY,4.0,8126.0,61M,1000000.0,Free,0.0,Everyone,Entertainment;Brain Games,2018-07-31,1.1.1,6.0 and up
Inside Out Thought Bubbles,FAMILY,4.4,623398.0,58M,10000000.0,Free,0.0,Everyone,Puzzle;Brain Games,2017-08-31,1.22.0,4.0.3 and up
ABCmouse.com,FAMILY,4.3,50887.0,91M,5000000.0,Free,0.0,Everyone,Education;Education,2018-03-07,7.2.0,4.4 and up
My Little Pony Celebration,FAMILY,4.3,63160.0,17M,1000000.0,Free,0.0,Everyone,Simulation;Pretend Play,2016-07-22,1.0.0,2.3 and up
Sago Mini Friends,FAMILY,4.4,13155.0,83M,1000000.0,Free,0.0,Everyone,Education;Pretend Play,2016-06-16,1.3,4.0.3 and up
Thomas & Friends: Delivery,FAMILY,4.2,28737.0,17M,1000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2016-05-02,1,2.3 and up
Nasty Goats,FAMILY,4.3,45579.0,64M,1000000.0,Free,0.0,Everyone,Arcade;Action & Adventure,2016-04-14,1.1.0,4.0 and up
Starfall Free & Member,FAMILY,4.2,19720.0,41M,1000000.0,Free,0.0,Everyone,Education;Education,2017-07-11,1.35.23,4.0 and up
Animal Jam - Play Wild!,FAMILY,4.6,361970.0,58M,5000000.0,Free,0.0,Everyone,Casual;Pretend Play,2018-02-08,28.0.14,4.1 and up
Video Editor,FAMILY,4.1,159619.0,23M,5000000.0,Free,0.0,Everyone,Video Players & Editors;Creativity,2018-07-17,6.14.091,4.3 and up
Real Racing 3,FAMILY,4.5,354384.0,71M,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-02-07,6.4.0,4.1 and up
Card Wars - Adventure Time,FAMILY,4.3,129603.0,23M,1000000.0,Paid,2.99,Everyone 10+,Card;Action & Adventure,2016-11-02,1.11.0,2.3.3 and up
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135.0,12M,100000.0,Paid,9.0,Everyone,Medical,2018-07-16,2.0.7,4.0 and up
iBP Blood Pressure,MEDICAL,4.4,578.0,704k,10000.0,Paid,0.99,Everyone,Medical,2014-11-30,7.0.1,2.2 and up
Pedi STAT,MEDICAL,4.6,129.0,2.9M,10000.0,Paid,5.49,Everyone,Medical,2018-06-04,3.0.1.0,4.1 and up
ASCCP Mobile,MEDICAL,4.5,63.0,25M,10000.0,Paid,9.99,Everyone,Medical,2016-03-10,2.1.1,2.2 and up
Paramedic Protocol Provider,MEDICAL,4.5,171.0,20M,10000.0,Paid,10.0,Everyone 10+,Medical,2017-09-21,1.8.3,4.1 and up
MommyMeds,MEDICAL,3.2,45.0,21M,5000.0,Paid,3.99,Everyone,Medical,2017-11-15,2.0.1,6.0 and up
Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717.0,5.4M,5000.0,Paid,5.99,Everyone,Medical,2018-05-31,6.5.0,5.0 and up
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921.0,25M,100000.0,Paid,24.99,Everyone,Medical,2018-05-25,2018.5.47,5.0 and up
Essential Anatomy 3,MEDICAL,4.1,1533.0,42M,50000.0,Paid,11.99,Mature 17+,Medical,2014-07-08,1.1.3,4.0.3 and up
Vargo Anesthesia Mega App,MEDICAL,4.6,92.0,32M,1000.0,Paid,79.99,Everyone,Medical,2018-06-18,19,4.0.3 and up
EMT Review Plus,MEDICAL,4.5,199.0,1.8M,10000.0,Paid,11.99,Everyone,Medical,2018-06-27,3.0.5,4.4W and up
Muscle Trigger Point Anatomy,MEDICAL,4.4,1361.0,33M,50000.0,Paid,2.99,Everyone,Medical,2018-07-17,2.4.4,4.0.3 and up
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12.0,3.8M,1000.0,Paid,16.99,Everyone,Medical,2017-01-27,1.0.5,4.0.3 and up
ASRA Coags,MEDICAL,4.4,15.0,5.8M,1000.0,Paid,3.99,Everyone,Medical,2018-01-08,2.1,4.1 and up
IBM Micromedex Drug Info,MEDICAL,3.8,206.0,9.5M,10000.0,Paid,2.99,Everyone,Medical,2018-04-25,1.17.0,4.0 and up
Diabetes & Diet Tracker,MEDICAL,4.6,395.0,19M,1000.0,Paid,9.99,Everyone,Medical,2018-07-16,6.5.1,5.0 and up
Block Buddy,MEDICAL,4.0,15.0,5.0M,1000.0,Paid,14.99,Everyone,Medical,2018-01-08,7.6.14,4.0 and up
Super Hearing Secret Voices Recorder PRO,MEDICAL,5.0,3.0,23M,100.0,Paid,2.99,Everyone,Medical,2018-04-20,1,4.1 and up
EMT Study - NREMT Test Prep,MEDICAL,4.3,35.0,862k,5000.0,Paid,3.99,Everyone,Medical,2014-03-12,1.1,4.0.3 and up
Calcium Pro,MEDICAL,3.4,77.0,9.9M,5000.0,Paid,2.99,Everyone,Medical,2017-04-18,1.6.2,4.0.3 and up
Arrhythmias and Dysrhythmias,MEDICAL,0.0,3.0,24M,500.0,Paid,1.0,Everyone,Medical,2016-01-24,1,4.2 and up
EMT PASS,MEDICAL,3.4,51.0,2.4M,1000.0,Paid,29.99,Everyone,Medical,2014-10-22,2.0.2,4.0 and up
Pocket Lab Values,MEDICAL,4.3,214.0,899k,10000.0,Paid,2.99,Everyone,Medical,2012-11-22,2.5,2.1 and up
Medical terms (OFFLINE),MEDICAL,4.4,104.0,38M,1000.0,Paid,2.99,Teen,Medical,2018-05-24,3.2.0,4.1 and up
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8.0,6.5M,100.0,Paid,12.99,Everyone,Medical,2018-07-25,7,3.0 and up
ERres- Emergency Medicine,MEDICAL,4.2,45.0,14M,1000.0,Paid,4.99,Everyone,Medical,2015-08-18,6,4.0 and up
FHR 5-Tier 2.0,MEDICAL,5.0,2.0,1.2M,500.0,Paid,2.99,Everyone,Medical,2015-12-16,1,4.0 and up
AnatomyMapp,MEDICAL,4.1,80.0,48M,5000.0,Paid,14.99,Everyone,Medical,2013-05-11,1,3.0 and up
OptoDrum,MEDICAL,3.9,10.0,378k,1000.0,Paid,5.99,Everyone,Medical,2015-05-26,1,3.0 and up
"Migraine, Headache Diary HeadApp Pro",MEDICAL,4.6,156.0,22M,500.0,Paid,3.49,Everyone,Medical,2018-03-14,1.10.0.user.pro.release,4.4 and up
Blood Pressure Companion,MEDICAL,4.2,178.0,4.8M,1000.0,Paid,0.99,Everyone,Medical,2018-07-22,4.1.5 (Steglitz),4.1 and up
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168.0,25M,10000.0,Paid,24.99,Everyone,Medical,2017-11-08,7.1.17,4.4 and up
CCHT PREP,MEDICAL,3.6,25.0,266k,1000.0,Paid,10.99,Everyone,Medical,2016-08-12,1.2,2.1 and up
Paramedic Meds,MEDICAL,4.5,163.0,375k,10000.0,Paid,1.99,Everyone,Medical,2015-03-08,3.4.3,1.6 and up
Advanced Comprehension Therapy,MEDICAL,0.0,3.0,62M,100.0,Paid,24.99,Everyone,Medical,2017-05-10,1.2,4.0.3 and up
OmniMedix Medical Calculator,MEDICAL,4.7,25.0,1.2M,1000.0,Paid,4.99,Everyone,Medical,2016-11-06,3.1.6,3.0 and up
Lab Values + Medical Reference,MEDICAL,4.5,133.0,2.8M,10000.0,Paid,2.99,Everyone,Medical,2014-02-08,3,2.3 and up
Recognise Foot,MEDICAL,4.2,9.0,95M,1000.0,Paid,7.49,Everyone,Medical,2017-09-14,1.0.3,4.1 and up
Anti Mosquito simulation,MEDICAL,4.2,74.0,2.6M,1000.0,Paid,1.5,Everyone,Medical,2014-06-09,1,2.3.3 and up
Pain Tracker & Diary,MEDICAL,4.3,3.0,4.6M,100.0,Paid,2.99,Everyone,Medical,2018-02-01,1.5,4.1 and up
Whist - Tinnitus Relief,MEDICAL,4.1,12.0,5.1M,1000.0,Paid,1.99,Everyone,Medical,2017-02-03,1.2,4.1 and up
Critical Care Paramedic Review,MEDICAL,4.4,17.0,1.8M,1000.0,Paid,9.99,Everyone 10+,Medical,2018-05-14,2.0.5,4.4W and up
"End Anxiety Pro - Stress, Panic Attack Help",MEDICAL,4.2,33.0,53M,1000.0,Paid,3.99,Everyone,Medical,2018-08-05,2.29,4.2 and up
Acupuncture Assistant,MEDICAL,4.5,492.0,39M,10000.0,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up
Number Therapy,MEDICAL,0.0,0.0,5.3M,50.0,Paid,14.99,Everyone,Medical,2017-03-10,1,4.0.3 and up
InfantRisk Center HCP,MEDICAL,2.6,41.0,14M,1000.0,Paid,9.99,Everyone,Medical,2015-06-05,1.3.4,2.3.3 and up
EMT Tutor NREMT-B Study Guide,MEDICAL,4.6,625.0,8.4M,10000.0,Paid,3.99,Everyone,Medical,2017-08-01,2.1,2.1 and up
Hospitalist Handbook,MEDICAL,4.8,12.0,18M,1000.0,Paid,19.99,Everyone,Medical,2017-05-06,6.0.4,4.1 and up
PTA Content Master,MEDICAL,4.2,64.0,41M,1000.0,Paid,29.99,Everyone,Medical,2015-12-22,2.1,2.2 and up
Navi Radiography Pro,MEDICAL,4.7,11.0,100M,500.0,Paid,15.99,Everyone,Medical,2018-01-14,1.2.0,4.0.3 and up
Nursing Care Plan NANDA Tables,MEDICAL,3.0,4.0,3.4M,500.0,Paid,0.99,Everyone,Medical,2017-09-05,1,2.3.3 and up
A Manual of Acupuncture,MEDICAL,3.5,214.0,68M,1000.0,Paid,33.99,Everyone,Medical,2017-02-10,2.1.35,4.0 and up
palmPEDi: Pediatric Tape,MEDICAL,4.6,66.0,2.6M,5000.0,Paid,0.99,Everyone,Medical,2013-02-12,4.1,3.2 and up
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158.0,11M,1000000.0,Free,0.0,Everyone,Medical,2018-07-26,5.4.8,4.1 and up
FollowMyHealth®,MEDICAL,4.6,73118.0,37M,1000000.0,Free,0.0,Everyone,Medical,2018-10-05,3.3,4.4 and up
Ovia Pregnancy Tracker & Baby Countdown Calendar,MEDICAL,4.8,102858.0,9.8M,1000000.0,Free,0.0,Everyone,Medical,2018-03-08,2.2.4,4.3 and up
Teladoc Member,MEDICAL,4.0,2094.0,23M,500000.0,Free,0.0,Everyone,Medical,2018-07-26,3.19,4.3 and up
myAir™ for Air10™ by ResMed,MEDICAL,3.7,236.0,18M,50000.0,Free,0.0,Everyone,Medical,2018-07-25,1.1.0.0.1487,5.0 and up
Blood Pressure,MEDICAL,4.2,33033.0,7.4M,5000000.0,Free,0.0,Everyone,Medical,2018-07-24,3.27.3,4.1 and up
Pregnancy Week By Week,MEDICAL,4.8,78825.0,11M,1000000.0,Free,0.0,Everyone,Medical,2018-02-08,1.2.16,4.1 and up
BioLife Plasma Services,MEDICAL,3.5,250.0,23M,100000.0,Free,0.0,Everyone,Medical,2018-09-07,1.2.0,4.4 and up
OneTouch Reveal,MEDICAL,3.9,6266.0,34M,500000.0,Free,0.0,Everyone,Medical,2018-05-22,3.5,5.1 and up
Ovia Fertility Tracker & Ovulation Calculator,MEDICAL,4.8,53743.0,13M,1000000.0,Free,0.0,Everyone,Medical,2018-07-27,Varies with device,4.3 and up
Anthem Anywhere,MEDICAL,2.7,2657.0,24M,500000.0,Free,0.0,Everyone,Medical,2018-07-27,8.0.226,4.4 and up
Blood Donor,MEDICAL,4.2,4476.0,20M,500000.0,Free,0.0,Everyone,Medical,2018-07-31,1.6.2,4.1 and up
My Calendar - Period Tracker,MEDICAL,4.7,156410.0,14M,5000000.0,Free,0.0,Everyone,Medical,2018-03-08,5.9.6,4.1 and up
Youper - AI Therapy,MEDICAL,4.6,2006.0,69M,50000.0,Free,0.0,Everyone,Medical,2018-03-08,6.02.000,6.0 and up
Zocdoc: Find Doctors & Book Appointments,MEDICAL,4.5,6099.0,38M,500000.0,Free,0.0,Everyone,Medical,2018-07-31,3.18.2,4.3 and up
1800 Contacts - Lens Store,MEDICAL,4.7,23160.0,26M,1000000.0,Free,0.0,Everyone,Medical,2018-07-27,7.4.1,5.0 and up
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348.0,2.6M,500000.0,Free,0.0,Everyone,Medical,2018-04-13,1.4.6,4.0 and up
PulsePoint Respond,MEDICAL,4.5,7837.0,21M,100000.0,Free,0.0,Everyone,Medical,2018-07-31,2.4,4.1 and up
Ovia Parenting & Baby Development Tracker,MEDICAL,4.7,6185.0,38M,100000.0,Free,0.0,Everyone,Medical,2018-03-08,1.2.0,4.3 and up
MyQuest for Patients,MEDICAL,4.0,3803.0,16M,100000.0,Free,0.0,Everyone,Medical,2018-03-13,2.17,4.0 and up
OptumRx,MEDICAL,3.4,1838.0,21M,100000.0,Free,0.0,Everyone,Medical,2018-02-07,2.11.0,4.0.3 and up
CVS Caremark,MEDICAL,3.5,3707.0,10M,500000.0,Free,0.0,Everyone,Medical,2018-07-28,4.36,4.4 and up
fred's Pharmacy,MEDICAL,3.0,315.0,22M,100000.0,Free,0.0,Everyone,Medical,2017-10-10,1.0.02,4.0 and up
Ada - Your Health Guide,MEDICAL,4.7,87418.0,14M,1000000.0,Free,0.0,Everyone,Medical,2018-07-16,2.25.0,4.4 and up
mySugr: the blood sugar tracker made just for you,MEDICAL,4.6,21189.0,36M,1000000.0,Free,0.0,Everyone,Medical,2018-06-08,3.52.1,5.0 and up
ClearCareGo Caregiver,MEDICAL,4.2,1746.0,16M,50000.0,Free,0.0,Everyone,Medical,2018-07-25,2.1.3,4.1 and up
Pregnancy Calculator and Tracker app,MEDICAL,4.8,69126.0,61M,1000000.0,Free,0.0,Everyone,Medical,2018-01-06,2.6.1,4.1 and up
All Mental disorders,MEDICAL,4.5,453.0,11M,100000.0,Free,0.0,Everyone,Medical,2017-07-07,1.1,4.0.3 and up
DreamMapper,MEDICAL,4.2,10710.0,8.5M,100000.0,Free,0.0,Everyone,Medical,2018-03-07,2.15,5.0 and up
ScriptSave WellRx Rx Discounts,MEDICAL,3.8,700.0,37M,100000.0,Free,0.0,Everyone,Medical,2018-06-21,3.3.0,4.4 and up
MoodSpace,MEDICAL,4.5,503.0,22M,50000.0,Free,0.0,Everyone,Medical,2018-10-06,3.2.4,5.0 and up
Pill Identifier and Drug list,MEDICAL,4.0,488.0,17M,100000.0,Free,0.0,Everyone,Medical,2018-01-08,3.8,4.1 and up
HealtheLife,MEDICAL,3.6,190.0,7.7M,100000.0,Free,0.0,Everyone,Medical,2018-02-01,2.4.0,4.4 and up
SonicCloud: Hearing App,MEDICAL,4.4,15.0,39M,1000.0,Free,0.0,Everyone,Medical,2018-07-19,1.16.0,4.1 and up
Migraine Buddy - The Migraine and Headache tracker,MEDICAL,4.7,26862.0,30M,500000.0,Free,0.0,Everyone,Medical,2018-06-25,25.3.1,4.0.3 and up
Period Tracker,MEDICAL,4.9,100082.0,3.7M,1000000.0,Free,0.0,Everyone,Medical,2018-09-07,1.2.2,4.1 and up
LabCorp | Patient,MEDICAL,3.6,27.0,28M,10000.0,Free,0.0,Everyone,Medical,2018-04-19,1.0.0,4.1 and up
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167.0,16M,1000000.0,Free,0.0,Everyone,Medical,2018-07-18,2,4.1 and up
Super Hearing Super Ear Amplifier,MEDICAL,4.1,21.0,20M,1000.0,Free,0.0,Everyone,Medical,2018-11-06,1.1,4.1 and up
Moodpath - Depression & Anxiety Test,MEDICAL,4.6,6035.0,8.9M,100000.0,Free,0.0,Everyone,Medical,2018-05-07,1.2.0,4.4 and up
Teach Me Anatomy,MEDICAL,4.7,9945.0,97M,500000.0,Free,0.0,Everyone,Medical,2018-05-07,5.11,4.1 and up
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318.0,12M,100000.0,Free,0.0,Everyone,Medical,2018-07-26,1.3.185,4.1 and up
Brilliant Distinctions®,MEDICAL,2.8,78.0,72M,50000.0,Free,0.0,Everyone,Medical,2018-06-27,2.2.12,4.4 and up
98point6,MEDICAL,4.6,47.0,21M,10000.0,Free,0.0,Everyone,Medical,2018-02-08,1.7.1 (946),5.0 and up
MDLIVE: Talk to a Doctor 24/7,MEDICAL,3.4,650.0,27M,100000.0,Free,0.0,Everyone,Medical,2018-07-23,4.23.0,4.4 and up
Free Blood Pressure,MEDICAL,0.0,7.0,5.7M,5000.0,Free,0.0,Everyone,Medical,2016-10-13,3.0.0,4.0.3 and up
Super Ear,MEDICAL,4.0,3498.0,6.6M,100000.0,Free,0.0,Everyone,Medical,2018-01-05,1.7.2,4.0 and up
VitusVet: Pet Health Care App,MEDICAL,4.8,3052.0,12M,100000.0,Free,0.0,Everyone,Medical,2018-07-31,3.8.0,4.1 and up
Banfield Pet Health Tracker,MEDICAL,4.2,1747.0,5.9M,100000.0,Free,0.0,Everyone,Medical,2016-10-17,1.2.2,4.0 and up
Dexcom G6,MEDICAL,3.0,45.0,20M,5000.0,Free,0.0,Everyone,Medical,2018-07-16,1.2.3.2,6.0 and up
Nurse Grid,MEDICAL,4.5,1686.0,15M,100000.0,Free,0.0,Everyone,Medical,2018-07-30,2.9,4.4 and up
Castlight Mobile,MEDICAL,3.7,529.0,26M,100000.0,Free,0.0,Everyone,Medical,2018-07-30,4.4.7,5.0 and up
Sanford Guide:Antimicrobial Rx,MEDICAL,4.5,1388.0,3.3M,100000.0,Free,0.0,Everyone,Medical,2018-03-07,2.1.11,4.1 and up
Davis's Drug Guide for Nurses,MEDICAL,4.5,572.0,44M,50000.0,Free,0.0,Everyone,Medical,2018-07-13,4.3.2.315,4.4 and up
Vargo Anesthesia Mega App,MEDICAL,4.6,92.0,32M,1000.0,Paid,79.99,Everyone,Medical,2018-06-18,19,4.0.3 and up
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135.0,12M,100000.0,Paid,9.0,Everyone,Medical,2018-07-16,2.0.7,4.0 and up
mySugr: the blood sugar tracker made just for you,MEDICAL,4.6,21189.0,36M,1000000.0,Free,0.0,Everyone,Medical,2018-06-08,3.52.1,5.0 and up
live Point,MEDICAL,3.6,54.0,17M,5000.0,Free,0.0,Mature 17+,Medical,2018-03-07,2.6.5,4.1 and up
Tarascon Pharmacopoeia,MEDICAL,4.4,275.0,5.8M,10000.0,Free,0.0,Everyone 10+,Medical,2018-03-16,3.16.4.1669,4.4 and up
Official NBSTSA CST Exam Prep,MEDICAL,4.4,2159.0,11M,10000.0,Free,0.0,Everyone,Medical,2018-05-17,4.5.1,4.4 and up
EMT-B Pocket Prep,MEDICAL,4.5,2951.0,16M,50000.0,Free,0.0,Everyone,Medical,2018-11-07,4.5.2,4.4 and up
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921.0,25M,100000.0,Paid,24.99,Everyone,Medical,2018-05-25,2018.5.47,5.0 and up
5-Minute Clinical Consult,MEDICAL,4.1,84.0,6.1M,10000.0,Free,0.0,Everyone,Medical,2017-11-12,2.7.36,4.1 and up
"Pzizz - Sleep, Nap, Focus",MEDICAL,4.3,5521.0,22M,100000.0,Free,0.0,Everyone,Medical,2018-01-07,4.9.6,4.1 and up
HESI A2 Pocket Prep,MEDICAL,4.3,2108.0,28M,50000.0,Free,0.0,Everyone,Medical,2018-02-05,4.5.1,4.4 and up
Johns Hopkins Guides ABX...,MEDICAL,4.7,73.0,6.3M,10000.0,Free,0.0,Everyone,Medical,2017-08-12,2.7.36,4.1 and up
ASCCP Mobile,MEDICAL,4.5,63.0,25M,10000.0,Paid,9.99,Everyone,Medical,2016-03-10,2.1.1,2.2 and up
FP Notebook,MEDICAL,4.5,408.0,60M,50000.0,Free,0.0,Everyone,Medical,2018-03-24,2.1.0.372,4.4 and up
Paramedic Protocol Provider,MEDICAL,4.5,171.0,20M,10000.0,Paid,10.0,Everyone 10+,Medical,2017-09-21,1.8.3,4.1 and up
5 Minute Clinical Consult 2019 - #1 for 25 years,MEDICAL,4.2,33.0,8.0M,10000.0,Free,0.0,Everyone,Medical,2018-02-05,2.6.2,4.2 and up
Open Sesame - Touch Free Control,MEDICAL,4.4,197.0,20M,10000.0,Free,0.0,Everyone,Medical,2018-02-08,3.5.7,7.0 and up
Davis's Drug Guide,MEDICAL,3.9,272.0,6.4M,50000.0,Free,0.0,Everyone,Medical,2017-11-12,2.7.36,4.1 and up
Deep Sleep and Relax Hypnosis,MEDICAL,4.2,4852.0,34M,100000.0,Free,0.0,Everyone,Medical,2013-10-22,1.3,2.2 and up
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12.0,3.8M,1000.0,Paid,16.99,Everyone,Medical,2017-01-27,1.0.5,4.0.3 and up
Essential Anatomy 3,MEDICAL,4.1,1533.0,42M,50000.0,Paid,11.99,Mature 17+,Medical,2014-07-08,1.1.3,4.0.3 and up
EMT PASS,MEDICAL,3.4,51.0,2.4M,1000.0,Paid,29.99,Everyone,Medical,2014-10-22,2.0.2,4.0 and up
Christella VoiceUp,MEDICAL,4.1,38.0,70M,5000.0,Free,0.0,Everyone,Medical,2018-12-07,2.1.4,4.1 and up
Block Buddy,MEDICAL,4.0,15.0,5.0M,1000.0,Paid,14.99,Everyone,Medical,2018-01-08,7.6.14,4.0 and up
Language Therapy: Aphasia,MEDICAL,0.0,10.0,28M,1000.0,Paid,74.99,Everyone,Medical,2018-06-25,3.1.1,4.0.3 and up
Complete Anatomy for Android,MEDICAL,4.1,90.0,21M,1000.0,Free,0.0,Everyone,Medical,2018-11-07,1.0.0,7.0 and up
GlassesOff,MEDICAL,3.5,1288.0,38M,100000.0,Free,0.0,Everyone,Medical,2018-10-07,1.0.0.10,3.0 and up
e-Anatomy,MEDICAL,4.0,1545.0,74M,100000.0,Free,0.0,Everyone,Medical,2018-07-30,4.8.2,4.0.3 and up
EMT Review Plus,MEDICAL,4.5,199.0,1.8M,10000.0,Paid,11.99,Everyone,Medical,2018-06-27,3.0.5,4.4W and up
Registered Dietitian Pocket Prep,MEDICAL,4.3,283.0,12M,5000.0,Free,0.0,Everyone,Medical,2018-12-07,4.5.3,4.4 and up
Paramedic Pocket Prep,MEDICAL,4.3,460.0,13M,10000.0,Free,0.0,Everyone,Medical,2018-12-07,4.5.2,4.4 and up
Pedi STAT,MEDICAL,4.6,129.0,2.9M,10000.0,Paid,5.49,Everyone,Medical,2018-06-04,3.0.1.0,4.1 and up
AnatomyMapp,MEDICAL,4.1,80.0,48M,5000.0,Paid,14.99,Everyone,Medical,2013-05-11,1,3.0 and up
Diabetes & Diet Tracker,MEDICAL,4.6,395.0,19M,1000.0,Paid,9.99,Everyone,Medical,2018-07-16,6.5.1,5.0 and up
A Manual of Acupuncture,MEDICAL,3.5,214.0,68M,1000.0,Paid,33.99,Everyone,Medical,2017-02-10,2.1.35,4.0 and up
5 Minute Veterinary Consult: Canine & Feline,MEDICAL,2.3,17.0,6.8M,1000.0,Free,0.0,Everyone,Medical,2018-03-29,2.6,4.2 and up
Wide address pocket prep,MEDICAL,4.5,513.0,12M,5000.0,Free,0.0,Everyone,Medical,2018-11-07,4.5.2,4.4 and up
Nursing Central,MEDICAL,4.3,168.0,5.8M,10000.0,Free,0.0,Everyone,Medical,2018-01-29,2.7.38,4.1 and up
PTA Content Master,MEDICAL,4.2,64.0,41M,1000.0,Paid,29.99,Everyone,Medical,2015-12-22,2.1,2.2 and up
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168.0,25M,10000.0,Paid,24.99,Everyone,Medical,2017-11-08,7.1.17,4.4 and up
Tinnitus Alleviator,MEDICAL,3.1,82.0,42M,5000.0,Free,0.0,Everyone,Medical,2017-12-23,1.6.17,4.1 and up
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8.0,6.5M,100.0,Paid,12.99,Everyone,Medical,2018-07-25,7,3.0 and up
PMHNP-BC Pocket Prep,MEDICAL,4.4,112.0,13M,1000.0,Free,0.0,Everyone,Medical,2018-12-07,4.5.2,4.4 and up
Dialysis of Drugs,MEDICAL,2.9,92.0,1.5M,10000.0,Free,0.0,Everyone,Medical,2018-06-15,3.1-2018 – (13),4.0 and up
abeoCoder,MEDICAL,3.1,83.0,3.2M,10000.0,Free,0.0,Everyone,Medical,2018-07-30,6.6,4.1 and up
Saunders Comprehensive Review NCLEX-PN Examination,MEDICAL,3.7,3.0,7.7M,5000.0,Free,0.0,Everyone,Medical,2018-07-16,2.7.6,5.0 and up
LTC AS Legal,MEDICAL,4.0,6.0,1.3M,100.0,Paid,39.99,Everyone,Medical,2018-04-04,3.0.1,4.1 and up
Lippincott Nursing Advisor,MEDICAL,3.8,343.0,26M,50000.0,Free,0.0,Everyone,Medical,2018-01-05,3.3.1,4.1 and up
Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717.0,5.4M,5000.0,Paid,5.99,Everyone,Medical,2018-05-31,6.5.0,5.0 and up
Official NBSTSA CSFA Exam Prep,MEDICAL,4.4,137.0,11M,1000.0,Free,0.0,Everyone,Medical,2018-05-17,4.5.1,4.4 and up
IBM Micromedex Drug Info,MEDICAL,3.8,206.0,9.5M,10000.0,Paid,2.99,Everyone,Medical,2018-04-25,1.17.0,4.0 and up
Advanced Comprehension Therapy,MEDICAL,0.0,3.0,62M,100.0,Paid,24.99,Everyone,Medical,2017-05-10,1.2,4.0.3 and up
